ID,item_cnt_month
0,0.6094791
1,0.40917838
2,1.4201452
3,0.82175255
4,4.0598326
5,0.91993135
6,0.86791056
7,0.16081472
8,0.9139652
9,0.608392
10,2.362231
11,0.15731946
12,0.15370305
13,0.5520328
14,1.7844943
15,2.700167
16,0.058014985
17,0.17361298
18,1.3897953
19,0.37055823
20,0.35939255
21,0.35838437
22,1.847012
23,0.43812305
24,1.3170428
25,0.36425632
26,0.33134604
27,0.5024711
28,1.1274394
29,2.6899593
30,1.0349902
31,0.66002035
32,0.87865216
33,1.2039444
34,0.05419014
35,0.07792666
36,0.070103265
37,0.9559412
38,0.1803761
39,0.19967955
40,0.710723
41,1.920259
42,4.085255
43,5.008552
44,1.1968967
45,0.68544537
46,1.1597143
47,0.3268363
48,0.57028174
49,0.92315394
50,0.8935661
51,0.43564636
52,0.407833
53,0.3144793
54,4.758446
55,4.4370317
56,2.0419488
57,1.9206139
58,3.5692337
59,2.6734471
60,3.7364352
61,0.23475783
62,0.20549506
63,0.39874467
64,3.197218
65,0.29478064
66,0.6622925
67,0.08808838
68,0.51424074
69,0.0765386
70,0.53545874
71,2.0138087
72,0.3938441
73,0.78930765
74,5.802445
75,4.0265183
76,0.2962561
77,2.778597
78,0.46085536
79,1.3447632
80,1.3185071
81,1.8754652
82,1.5570929
83,0.18240218
84,0.95862967
85,0.912921
86,0.5756121
87,0.036948778
88,2.9048371
89,0.8481665
90,0.78995377
91,0.59890825
92,1.3979287
93,0.089856796
94,0.45388332
95,0.03615124
96,0.0496754
97,0.30996817
98,0.7138864
99,1.63608
100,1.3225623
101,0.6265718
102,0.4031518
103,0.34246886
104,0.13510846
105,0.75936663
106,0.58373463
107,1.007217
108,0.19395806
109,0.0854526
110,0.27738068
111,0.56154907
112,0.5616003
113,0.976463
114,0.14559267
115,0.34479955
116,0.5548872
117,0.064689405
118,9.494093
119,0.1413887
120,0.12661462
121,0.13542308
122,0.33623406
123,0.4767104
124,0.6779298
125,0.78910846
126,0.7621329
127,0.14974548
128,0.3645495
129,0.22155413
130,0.45972314
131,0.027300604
132,1.6249205
133,2.7107565
134,0.0985554
135,2.091453
136,0.59186757
137,0.63618845
138,1.336223
139,1.0649334
140,0.22690155
141,0.30694464
142,0.12797964
143,0.42539153
144,0.13029096
145,0.13029096
146,0.13029096
147,0.05229255
148,0.40917838
149,0.064060606
150,0.12067915
151,0.7520288
152,5.2704744
