ID,item_cnt_month
0,0.69158757
1,0.36544126
2,2.0435438
3,0.9584778
4,4.332637
5,0.77684706
6,0.9614902
7,0.16109632
8,0.6519276
9,1.1503797
10,2.2691503
11,0.24233155
12,0.15505922
13,0.6230842
14,2.2278938
15,1.8114158
16,0.057571404
17,0.19427897
18,1.2840806
19,0.28925493
20,0.37943146
21,0.42858064
22,1.5437661
23,0.5971322
24,1.4298878
25,0.6002808
26,1.2735476
27,0.8300505
28,1.2873063
29,5.005074
30,1.1851044
31,0.923309
32,1.2131656
33,1.4500049
34,0.030470856
35,0.04493143
36,0.047740236
37,1.1972624
38,0.19394207
39,0.12716202
40,1.0096983
41,1.7760748
42,3.300138
43,4.4367228
44,1.3656822
45,0.6089986
46,1.3282945
47,0.408513
48,0.60292816
49,1.0221817
50,1.2984995
51,0.59220046
52,0.49677765
53,0.37559882
54,5.3995814
55,3.652573
56,1.6148839
57,1.9204867
58,4.4179826
59,2.5039942
60,3.0409758
61,0.40671745
62,0.37655964
63,0.42153364
64,2.8177722
65,0.34259516
66,1.2620422
67,0.106739014
68,0.6230964
69,0.1489881
70,0.4402881
71,1.5025115
72,0.22891663
73,0.96388984
74,7.0067143
75,6.193586
76,0.32813147
77,4.747695
78,0.61072177
79,1.8601925
80,1.9465233
81,2.8644872
82,1.4086815
83,0.2129507
84,1.510913
85,1.4706538
86,0.7905433
87,0.04267394
88,2.2450187
89,0.9709732
90,0.97948474
91,0.62754256
92,1.4645083
93,0.101450495
94,0.5142396
95,0.03719717
96,0.078263395
97,0.6415577
98,1.0036409
99,1.7604533
100,1.0590683
101,0.84935343
102,0.6394818
103,0.87763983
104,0.17523623
105,0.8672913
106,0.55846727
107,0.8570038
108,0.16245049
109,0.3316454
110,0.30206168
111,0.5374839
112,0.78973156
113,0.35474494
114,0.40849158
115,0.58498794
116,0.496323
117,0.06507328
118,9.656929
119,0.15341493
120,0.15310888
121,0.15310888
122,0.45088613
123,0.46002996
124,0.68502855
125,0.88347185
126,0.62295604
127,0.14886379
128,0.36942825
129,0.28501976
130,0.44416285
131,0.029849835
132,1.0828649
133,3.4692104
134,0.110559456
135,2.3627076
136,0.7638544
137,1.0207484
138,1.3734077
139,1.2350454
140,0.25511116
141,0.36041155
142,0.13607153
143,0.44122702
144,0.200405
145,0.200405
146,0.200405
147,0.05500684
148,0.34789425
149,0.06568627
150,0.092930354
151,0.6415115
152,5.9522634
153,0.31743068
154,0.09829318
155,0.14831688
156,0.18410705
157,0.2489234
158,0.07840177
159,0.19618087
160,0.8331915
161,0.24425544
162,0.44981503
163,0.8416151
164,0.49756292
165,0.15966435
166,0.37173507
167,0.042465985
168,0.3817896
169,0.15966435
170,0.2557428
171,0.5720686
172,0.124204054
173,2.3300984
174,1.5024358
175,3.7262268
176,1.2276002
177,0.40778634
178,0.22064006
179,0.19724031
180,1.5270035
181,0.13701448
182,0.09532655
183,0.170127
184,0.10252885
185,0.048656266
186,0.15966435
187,0.13986215
188,0.34789425
189,0.34789425
190,0.32957765
191,0.8246854
192,0.87721735
193,0.21459265
194,0.2564466
195,0.08349555
196,0.5912379
197,4.149483
198,1.4620813
199,6.193586
200,-0.034132194
201,6.193586
202,0.07539425
203,1.4797578
204,0.07572143
205,1.7783365
206,0.76782167
207,0.07949913
208,1.7004696
209,0.41154206
210,0.12759654
211,0.07388087
212,0.04525212
213,0.31048277
214,0.07075762
215,0.12115651
216,0.24791321
217,0.07144268
218,1.4827054
219,0.7887012
220,0.15769893
221,4.747695
222,6.942304
223,1.745817
224,2.7019815
225,0.43347836
226,0.73957855
227,0.2275349
228,0.11371328
229,0.25918248
230,3.9061072
231,1.2666669
232,0.078883015
233,0.10526196
234,0.023924341
235,0.04622208
236,0.31260508
237,1.8594282
238,0.24654333
239,0.44808632
240,0.3932299
241,0.07374401
242,0.062299762
243,6.790541
244,0.34789425
245,0.31054553
246,1.7555696
247,0.7956839
248,0.51577157
249,0.083212666
250,1.0521876
251,0.30978975
252,0.4733169
253,1.3341824
254,0.68368155
255,5.6972833
256,0.44981503
257,0.22982784
258,0.48286545
259,0.14887373
260,0.030436631
261,0.09946038
262,0.2867734
263,0.011661331
264,0.14219731
265,0.6733561
266,0.027079767
267,0.26162112
268,0.4637659
269,0.2493262
270,1.2833496
271,0.17152677
272,0.08099949
273,0.8184902
274,15.775715
275,0.12491881
276,0.1828748
277,1.5822694
278,0.5465376
279,0.5651357
280,0.17479858
281,0.0852369
282,0.06685776
283,0.53027606
284,0.35092086
285,0.14308679
286,0.22019026
287,0.8751049
288,0.13704947
289,0.25534362
290,0.035350777
291,0.13807356
292,0.41702268
293,0.06745676
294,0.54841065
295,1.4252647
296,0.31356296
297,0.27738655
298,0.021361677
299,0.3950293
300,0.20782077
301,0.9923382
302,1.3595287
303,0.578071
304,0.031632666
305,0.060449526
306,0.25487372
307,0.20594224
308,0.19121984
309,0.8258263
310,0.74786675
311,0.5327717
312,0.68884635
313,0.27561492
314,0.011612517
315,0.8659382
316,0.33994433
317,2.304339
318,0.084697016
319,0.20065616
320,0.5545105
321,0.054341957
322,0.6955067
323,0.0987955
324,0.44461143
325,0.5244918
326,0.13994005
327,0.25730678
328,0.26735476
329,0.1513112
330,0.2076975
331,0.08093842
332,0.1126388
333,0.23227319
334,0.3477571
335,0.17816912
336,0.33069667
337,0.49675882
338,0.18812445
339,0.9514134
340,0.08490498
341,0.08368052
342,0.3828794
343,0.6267561
344,0.15832181
345,0.10482833
346,4.8043804
347,2.944561
348,0.080041796
349,0.45258185
350,0.2175036
351,1.8928967
352,0.05134786
353,0.26626563
354,0.31586558
355,0.22636466
356,0.72591573
357,1.4791875
358,0.29939437
359,0.6281854
360,0.91064894
361,5.3929353
362,0.83516437
363,1.0458677
364,0.82159173
365,0.44331187
366,0.40778634
367,0.026128456
368,0.11513202
369,0.5009493
370,0.40127826
371,1.6903706
372,1.0024463
373,0.5143618
374,2.2284253
375,1.9821221
376,1.3074887
377,0.49539113
378,0.46269998
379,0.27594212
380,2.3847466
381,0.47476912
382,0.46508613
383,0.2960113
384,1.897808
385,0.20391297
386,0.5348657
387,1.1774912
388,0.18352653
389,0.122119926
390,0.033481643
391,0.24660175
392,0.093898736
393,0.63795584
394,0.13970177
395,0.010814547
396,1.9103868
397,1.1906899
398,0.046516124
399,0.2008758
400,0.5458155
401,0.2958698
402,4.3076444
403,5.0235443
404,2.0161984
405,0.23123345
406,0.3193826
407,0.057067133
408,0.19099683
409,6.7770085
410,0.34789425
411,1.6109936
412,0.36488092
413,0.6446243
414,0.037286878
415,6.399558
416,3.2078197
417,4.801291
418,4.4208555
419,0.34259516
420,0.48827532
421,2.35498
422,0.45674083
423,0.9333584
424,0.5058633
425,0.47164735
426,4.1241226
427,0.7348723
428,1.1180817
429,0.18421282
430,1.7870922
431,0.9544854
432,0.06507328
433,0.16784605
434,0.04609557
435,1.0525166
436,0.043708693
437,0.9300955
438,0.30346647
439,0.35082185
440,0.13896798
441,0.21665436
442,0.6286882
443,0.2677733
444,0.50279766
445,1.0707401
446,0.41864392
447,0.36790374
448,0.42430872
449,0.71961933
450,0.3176294
451,0.22182977
452,0.2468938
453,0.20693484
454,0.7119142
455,0.20224331
456,0.6495066
457,0.027565679
458,1.6025041
459,1.2338977
460,17.29523
461,0.80570555
462,0.36782447
463,0.3271691
464,0.6812386
465,0.65257156
466,0.23230977
467,0.4337505
468,0.32533464
469,0.16771583
470,0.45356426
471,0.119413614
472,0.088714935
473,0.023193678
474,0.67906815
475,0.62614995
476,0.018595519
477,0.20503736
478,0.03608509
479,0.23676619
480,0.1993427
481,0.1993427
482,0.1319435
483,0.3372195
484,0.7690061
485,0.41128957
486,0.85426646
487,0.34895992
488,0.21449652
489,4.3158174
490,0.27610436
491,0.07816342
492,1.228362
493,0.015517855
494,0.33200186
495,0.0518498
496,0.073240444
497,7.0067143
498,5.5215607
499,0.58634025
500,6.790541
501,0.457565
502,0.49717683
503,0.08444056
504,0.90333116
505,1.1253773
506,1.1687176
507,0.09879417
508,1.2860008
509,0.2859735
510,0.21697545
511,0.10092276
512,0.13732935
513,0.33883142
514,0.053415682
515,3.812724
516,0.19067967
517,0.64718884
518,1.2425826
519,0.78425974
520,0.7774474
521,0.21710035
522,1.0914495
523,1.7637002
524,0.15575935
525,0.9160183
526,0.2002441
527,0.20285232
528,0.044536274
529,0.055382125
530,2.0836947
531,0.3582664
532,0.13933413
533,0.058644727
534,0.020674272
535,0.055691265
536,6.2169094
537,0.084697016
538,0.14429425
539,0.14245012
540,0.9780677
541,5.0402856
542,0.03332994
543,0.16780275
544,0.1411205
545,0.04761849
546,0.36592132
547,0.27069995
548,0.28706464
549,0.20699456
550,-0.049303453
551,0.4355969
552,1.2631491
553,0.15466559
554,0.14127848
555,0.22410761
556,0.16313492
557,0.2409815
558,0.040983476
559,0.28587323
560,0.18638296
561,1.3684763
562,0.15974702
563,0.13258974
564,0.029788388
565,0.08748315
566,0.18805677
567,0.081543624
568,0.5253185
569,0.20584272
570,0.3601403
571,0.44868594
572,1.0933306
573,0.1177709
574,0.018763958
575,0.15264037
576,0.36342633
577,0.3260808
578,6.942304
579,0.2189625
580,0.020664496
581,0.022282746
582,0.041180562
583,0.020664496
584,0.6853601
585,0.1372942
586,0.0714086
587,0.99283665
588,3.1190844
589,0.65709966
590,1.4967643
591,0.60471207
592,2.9491239
593,0.049644943
594,0.1736142
595,0.2548528
596,0.1743643
597,0.021580236
598,0.09726268
599,0.13966152
600,0.15793109
601,0.3188565
602,0.008096417
603,0.03845237
604,0.088715225
605,0.07530548
606,0.19427897
607,0.4034284
608,0.055493824
609,0.5499377
610,0.37883815
611,0.9787063
612,-0.034132194
613,-0.034132194
614,0.046185106
615,1.6872903
616,1.0720053
617,0.50470114
618,0.7797283
619,0.08974861
620,0.13657644
621,7.3440986
622,1.7150484
623,0.65807676
624,0.91929424
625,0.304891
626,0.37833592
627,0.20252678
628,0.15505788
629,0.24772906
630,0.1318134
631,0.01474303
632,0.33727616
