ID,item_cnt_month
0,0.5496849
1,0.43216267
2,1.5613562
3,0.6628722
4,4.582163
5,0.5650375
6,0.9519032
7,0.19710729
8,0.7470642
9,1.0626856
10,2.1043766
11,0.28753746
12,0.18625584
13,0.5260571
14,1.963303
15,2.340138
16,0.08393577
17,0.22513999
18,1.2748038
19,0.33665156
20,0.3785725
21,0.36762476
22,1.6525948
23,0.51767564
24,1.4591131
25,0.51126444
26,0.64348555
27,0.5365143
28,1.072194
29,4.5338144
30,0.99898297
31,0.8449699
32,1.0134813
33,1.2160356
34,0.10675023
35,0.11546015
36,0.11546015
37,1.0321617
38,0.2078067
39,0.19071946
40,0.7037982
41,1.4606231
42,3.8979464
43,4.2587976
44,1.1814736
45,0.48491442
46,0.94856435
47,0.45244884
48,0.6117092
49,0.7215986
50,1.0738909
51,0.5386331
52,0.50880873
53,0.45563254
54,5.0789437
55,2.2654185
56,1.5080419
57,1.7539657
58,3.8409774
59,2.1376204
60,4.3286796
61,0.27806607
62,0.3165896
63,0.41569072
64,3.9736917
65,0.44583553
66,1.0227904
67,0.10659788
68,0.57311195
69,0.115681745
70,0.44583553
71,1.8633018
72,0.32717562
73,0.8917224
74,4.9250884
75,4.4806795
76,0.3394511
77,3.2250102
78,0.53489274
79,0.77345425
80,1.53339
81,2.6360216
82,1.2025883
83,0.20621827
84,1.2421662
85,0.88573563
86,0.5913109
87,0.08640001
88,2.1651754
89,1.065621
90,0.85119045
91,0.5812719
92,1.9139004
93,0.13788567
94,0.632049
95,0.096118785
96,0.10559776
97,0.38834596
98,0.6348058
99,1.3821576
100,0.87687826
101,1.1977743
102,0.3726025
103,0.73355
104,0.13483751
105,0.79196024
106,0.58057976
107,0.8464284
108,0.18625584
109,0.4362385
110,0.2994044
111,0.62915325
112,0.63761634
113,0.5426887
114,0.23386486
115,0.36460832
116,0.56147856
117,0.09888416
118,8.439417
119,0.17202935
120,0.17202935
121,0.17202935
122,0.4027279
123,0.376072
124,0.40024385
125,0.83995897
126,0.6535015
127,0.18572806
128,0.45950758
129,0.26121566
130,0.52681583
131,0.0703819
132,1.0504353
133,2.6309254
134,0.14914326
135,2.2242904
136,0.84169805
137,0.9840003
138,1.5041738
139,1.2450795
140,0.28638417
141,0.32377872
142,0.17027393
143,0.46914008
144,0.25954425
145,0.25954425
146,0.25954425
147,0.09888416
148,0.4362385
