ID,item_cnt_month
0,0.45866746
1,0.39511937
2,1.1407118
3,0.32453218
4,0.42451733
5,0.6345938
6,0.88506854
7,0.15957302
8,0.926671
9,0.71252584
10,2.5224864
11,0.0
12,0.0
13,0.30528694
14,1.396905
15,3.0926912
16,0.08272016
17,0.03587538
18,1.6248381
19,0.1857822
20,0.5894515
21,0.4147051
22,1.5789559
23,0.84940195
24,1.7666568
25,0.44966793
26,0.4077094
27,0.37037963
28,1.4069775
29,4.0772324
30,0.93470573
31,0.4205423
32,0.7023843
33,0.89361584
34,0.2985032
35,0.31207106
36,0.32840884
37,0.840546
38,0.25736046
39,0.14807206
40,0.7717579
41,0.977064
42,3.0463855
43,3.5163062
44,0.5316708
45,0.36633128
46,0.92370945
47,0.15750983
48,0.26103392
49,1.3007877
50,1.4073317
51,0.33988112
52,0.6358996
53,0.2698992
54,4.9444046
55,2.2075715
56,1.9762685
57,1.7611428
58,4.92618
59,4.032033
60,4.7386656
61,0.55766505
62,0.39302236
63,0.6749861
64,0.37872356
65,0.39360943
66,0.67364573
67,0.10379866
68,0.39829957
69,0.06981754
70,0.39245063
71,2.382585
72,0.6191626
73,0.9220823
74,0.3888002
75,0.41791576
76,0.45909935
77,0.37440446
78,0.16709676
79,0.6677773
80,1.1001511
81,2.9429955
82,0.46566206
83,0.15968257
84,0.76710737
85,1.1476247
86,0.4223984
87,0.0
88,2.8593845
89,1.5430899
90,1.1322583
91,0.7239894
92,2.0065894
93,0.26024777
94,0.62460846
95,0.1445921
96,0.029888809
97,0.3675949
98,0.5974555
99,1.6201786
100,1.8505626
101,1.3961502
102,0.31455362
103,1.3058358
104,0.14234948
105,0.47339293
106,0.39095655
107,1.0274183
108,0.0
109,0.3970858
110,0.28952757
111,0.4671244
112,0.4227147
113,0.4346141
114,0.24584848
115,0.32692933
116,0.42157155
117,0.0
118,7.3715057
119,0.10197714
120,0.044995546
121,0.03332126
122,0.44487357
123,0.6836225
124,0.5313359
125,1.3479455
126,0.39379156
127,0.0827961
128,0.3387365
129,0.012509704
130,0.4126897
131,0.111083
132,1.6278468
133,6.614708
134,0.039848685
135,0.996928
136,0.18061295
137,0.12600836
138,1.4080505
139,0.37819126
140,0.16471896
141,0.60501796
142,0.0
143,0.37711248
144,0.36001062
145,0.35997552
146,0.3599404
147,0.04256016
148,0.39561096
149,0.03348893
150,0.0
151,0.4460995
152,8.728484
153,0.16324025
154,0.0
155,0.110109806
156,0.109814584
157,0.281561
158,0.0
159,0.5329997
160,0.63641393
161,0.035507858
162,0.4940797
163,0.7298058
